LOCAL DO TIROTEIO,DATA DO TIROTEIO,HORÁRIO DO TIROTEIO,MORTES?,CIVIS MORTOS,POLICIAIS MORTOS,FERIDOS?,CIVIS FERIDOS,POLICIAIS FERIDOS,OPERAÇÃO POLICIAL?,LATITUDE,LONGITUDE,INDEX
Rua Lopes Cunha| 149 - Fonseca - NiterÃ³i,2016/07/17,16:00:40,Sim,2,0,Sim,3,1,Sim,-22.8845100403,-43.0961036682,622
Rua José de Alvarenga - Centro| Duque de Caxias - RJ| Brasil,2016/07/17,19:45:30,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7913684845,-43.3113594055,623
Rua Uruguai próximo ao 288 - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/17,19:54:04,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9293346405,-43.2432327271,624
Estr. de JacarepaguÃ¡| 6290-6298 - Anil,2016/07/17,21:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9539127350,-43.3377265930,625
Rua Edgard Werneck| 707 - Freguesia - JacarepaguÃ¡,2016/07/17,21:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9419078827,-43.3543243408,626
Rua Maria Lopes| 239 - Madureira| Rio de Janeiro - RJ| Brasil,2016/07/15,14:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8798580170,-43.3360595703,627
Rua Figueiredo de MagalhÃ£es| 780 - Copacabana,2016/07/17,21:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9660682678,-43.1894073486,628
Avenida Sávio Cota de Almeida Gama - Niterói| Volta Redonda - RJ| Brasil,2016/07/17,22:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.4956722260,-44.1031799316,629
Rua Alcobaça - Ricardo de Albuquerque| Rio de Janeiro - RJ| Brasil,2016/07/17,22:42:56,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8269805908,-43.3921813965,630
Av. DomÃ­cio da Gama| 834-884 - Jardim Catarina - S�o GonÃ§alo,2016/07/17,23:53:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8075160980,-43.0046081543,631
Rua Doutor Nilo Peçanha - Centro| São Gonçalo - RJ| Brasil,2016/07/17,23:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8197460175,-43.0341682434,632
R. Dr. Nilo PeÃ§anha| 1160-1170 - Mutondo - SÃ£o GonÃ§alo,2016/07/18,00:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8176898956,-43.0198135376,633
Rua Araruama - Jardim Noya| São João de Meriti - RJ| Brasil,2016/07/18,02:23:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.7648582458,-43.3605575562,634
Av. Chrisóstomo Pimentel de Oliveira| 2431 - Pavuna| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,03:47:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8135261536,-43.3774108887,635
Estr. do Taquaral| 1-107 - Bangu| Rio de Janeiro - RJ| Brasil,2016/07/18,04:51:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8643779755,-43.4726867676,636
Rua Pinto Teles - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/18,05:40:43,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8870334625,-43.3496589661,637
Rua Torres de Oliveira - Piedade| Rio de Janeiro - RJ| Brasil,2016/07/18,07:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9015617371,-43.3143119812,639
Rua da Pátria - Água Santa| Rio de Janeiro - RJ| Brasil,2016/07/18,07:15:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9060001373,-43.3137397766,640
Rua Barão da Torre - Ipanema| Rio de Janeiro - RJ| Brasil,2016/07/18,10:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9831256866,-43.2054824829,641
Rua Riodades - Fonseca| Niterói - State of Rio de Janeiro| Brazil,2016/07/18,11:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8768424988,-43.0819282532,642
Estr. Santa Maria - Campo Grande| Rio de Janeiro - RJ| Brasil,2016/07/18,15:06:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8835620880,-43.5800247192,645
Avenida Nossa Senhora da Penha - Penha| Rio de Janeiro - RJ| Brasil,2016/07/18,15:34:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8448848724,-43.2814941406,646
Morro dos Macacos - Sampaio| Rio de Janeiro - RJ| Brasil,2016/07/18,16:43:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9099998474,-43.2574996948,647
Avenida Marechal Rondon - Sampaio| Rio de Janeiro - RJ| Brasil,2016/07/18,16:47:56,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9033775330,-43.2548599243,648
R. do RosÃ¡rio - Leme,2016/07/18,16:58:16,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9613018036,-43.1716957092,649
Beco do Mosqueteiro - Leme,2016/07/18,17:09:04,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9596195221,-43.1701049805,650
Av. de Santa Cruz| 7958-8080 - Senador CamarÃ¡,2016/07/18,17:00:00,Não Sabe,0,0,Sim,1,0,Sim,-22.8818836212,-43.4967689514,653
Maré| Rio de Janeiro - RJ| Brasil,2016/07/18,19:48:42,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8574962616,-43.2430152893,654
Ac. Público| 39 - Fonseca| Niterói - RJ| Brasil,2016/07/18,21:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8779258728,-43.0962295532,655
Rua Quiririm - Vila Valqueire| Rio de Janeiro - RJ| Brasil,2016/07/18,21:27:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8848972321,-43.3563461304,657
Rua Quito| 98| Mesquita - RJ| Brasil,2016/07/18,22:14:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7823734283,-43.4369125366,658
Rua Caniú - Pechincha| Rio de Janeiro - RJ| Brasil,2016/07/18,23:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9400520325,-43.3597335815,660
Rua Edgard Werneck| 1520 - Pechincha
Rio de Janeiro - RJ,2016/07/18,23:36:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9465293884,-43.3599662781,661
Av. Chrisóstomo Pimentel de Oliveira| 2431 - Pavuna| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/19,00:41:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8135261536,-43.3774108887,662
Rua Esperança - Jacaré| Rio de Janeiro - RJ| Brasil,2016/07/19,00:55:47,Não,0,2,Não Sabe,0,0,Sim,-22.8945312500,-43.2614974976,663
Rua Áureliano Portugal - Rio Comprido| Rio de Janeiro - RJ| Brasil,2016/07/19,07:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9251842499,-43.2142791748,664
R. AntÃ´nio Pinto da Mota| 35 - Tijuca
Rio de Janeiro - RJ,2016/07/19,07:05:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9234371185,-43.2182159424,665
Rua Professor Gabizo - Tijuca
Rio de Janeiro - RJ,2016/07/19,07:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9186763763,-43.2197723389,666
Neves| São Gonçalo - RJ| Brasil,2016/07/19,11:42:59,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8581886292,-43.0956192017,667
Av. LuÃ­s Carlos Prestes| 290 - Barra da Tijuca,2016/07/19,13:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9957294464,-43.3626937866,668
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,10:30:00,Não Sabe,0,0,Sim,0,1,Não Sabe,-22.8593330383,-43.2754745483,669
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,15:58:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483,670
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/17,13:59:00,Sim,1,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483,671
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483,672
Rocha Miranda| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:04:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8520107269,-43.3468055725,673
Vicente de Carvalho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:06:00,Não Sabe,0,0,Sim,1,0,Não Sabe,-22.8558216095,-43.3157844543,674
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,14:09:00,Não Sabe,0,0,Sim,1,0,Não Sabe,-22.8725337982,-43.3363647461,675
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,14:10:00,Não Sabe,0,0,Sim,0,0,Não Sabe,-22.8725337982,-43.3363647461,676
Morro da Providencia - Gamboa| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/14,14:11:00,Sim,1,0,Não Sabe,0,0,Sim,-22.9002780914,-43.1952781677,677
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,14:11:00,Não Sabe,0,0,Sim,1,0,Sim,-22.8725337982,-43.3363647461,678
Rocha Miranda| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:12:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8520107269,-43.3468055725,679
Vicente de Carvalho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:13:00,Não Sabe,0,0,Sim,1,0,Sim,-22.8558216095,-43.3157844543,680
Passarela Shopping Nova América - Del Castilho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:14:00,Sim,1,0,Não Sabe,0,0,Não Sabe,-22.8799343109,-43.2713394165,681
Rua Visconde de Niterói - Mangueira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/14,14:16:00,Não Sabe,0,0,Sim,0,1,Não Sabe,-22.9061183929,-43.2391586304,682
Rua Comandante Coelho - Cordovil| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/14,14:16:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8253898621,-43.3085327148,683
Caju| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/15,14:17:00,Sim,1,0,Sim,1,0,Não,-22.8792076111,-43.2155532837,684
Irajá| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/15,14:18:00,Não,0,0,Sim,1,0,Não,-22.8387565613,-43.3241806030,685
Bento Ribeiro| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,14:18:00,Sim,1,0,Não,0,0,Não,-22.8668270111,-43.3632698059,686
Linha Vermelha| 245| São João de Meriti - State of Rio de Janeiro| Brazil,2016/07/16,14:22:00,Não,0,0,Não,0,0,Sim,-22.8027572632,-43.3432273865,687
Rua Argos - Guadalupe| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,14:23:00,Sim,1,0,Sim,1,0,Não,-22.8416824341,-43.3812751770,688
Rodovia Presidente Dutra| 318| Nova Iguaçu - State of Rio de Janeiro| Brazil,2016/07/16,14:32:00,Não,0,0,Sim,0,1,Não Sabe,-22.7395553589,-43.4650917053,689
Rua Mém de Sá - Centro| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:33:00,Não Sabe,0,0,Sim,1,0,Sim,-22.9134140015,-43.1813087463,690
São João de Meriti - State of Rio de Janeiro| Brazil,2016/07/18,03:33:00,Sim,0,1,Não Sabe,0,0,Não Sabe,-22.7907657623,-43.3699378967,691
Avenida Brasil| 200 - Manguinhos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:36:00,Não,0,0,Sim,1,0,Não Sabe,-22.8515529633,-43.2475891113,692
Avenida Brasil| 200 - Manguinhos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:36:00,Não,0,0,Sim,1,0,Não Sabe,-22.8515529633,-43.2475891113,693
Rua Áureliano Portugal - Rio Comprido| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/19,14:39:00,Não,0,0,Sim,0,1,Sim,-22.9251842499,-43.2142791748,694
Penha| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:40:00,Não Sabe,0,0,Sim,0,1,Não Sabe,-22.8308544159,-43.2698173523,695
Rua Argos - Guadalupe| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,14:43:00,Não,0,0,Sim,0,1,Não,-22.8416824341,-43.3812751770,696
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,14:44:00,Não Sabe,0,0,Sim,0,1,Não Sabe,-22.8593330383,-43.2754745483,697
Duque de Caxias - State of Rio de Janeiro| Brazil,2016/07/19,14:53:00,Sim,2,0,Não Sabe,0,0,Não Sabe,-22.7862987518,-43.3053092957,698
Anchieta| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/19,15:01:00,Não Sabe,0,0,Sim,1,0,Não Sabe,Polícia,-22.8238792419,-43.3981246948,699
Rua do Engenho Novo - Sampaio| Rio de Janeiro - RJ| Brasil,2016/07/17,02:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9013099670,-43.2632179260,700
Avenida Nossa Senhora da Penha - Penha| Rio de Janeiro - RJ| Brasil,2016/07/19,16:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8448848724,-43.2814941406,702
Tv. Jacupema| 87-433 - Olaria
Rio de Janeiro - RJ,2016/07/19,15:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8479404449,-43.2787590027,703
Rua Visconde de Santa Isabel - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/19,16:53:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9170207977,-43.2600440979,704
Rua Doutor Mario Vianna 754 - Santa Rosa| Niterói - RJ| Brasil,2016/07/19,18:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9059505463,-43.0864753723,707
R. Paul Muller| 394-672 - Penha
Rio de Janeiro - RJ,2016/07/19,15:51:00,Não,0,0,Não,0,0,Sim,-22.8468322754,-43.2807922363,708
Rua Doutor Mario Vianna 754 - Santa Rosa| Niterói - RJ| Brasil,2016/07/19,21:46:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9059505463,-43.0864753723,709
Rua Clóvis Paulo da Rocha - Senador Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/07/19,22:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8898925781,-43.5258369446,710
Avenida Carmela Dutra - Santa Luzia| São Gonçalo - RJ| Brasil,2016/07/19,22:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7891616821,-42.9859962463,711
Estrada José Rucas - Penha| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/19,13:26:00,Não Sabe,0,0,Sim,0,1,Sim,-22.8485546112,-43.2817573547,712
Jockey| São Gonçalo - RJ| Brasil,2016/07/18,22:43:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8467884064,-42.9983444214,713
Rua Álvaro Ramos - Jardim Olavo Bilac| Duque de Caxias - RJ| Brasil,2016/07/19,23:13:52,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7660255432,-43.3254661560,714
Estrada Manuel Nogueira de Sá - Realengo| Rio de Janeiro - RJ| Brasil,2016/07/20,00:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8885345459,-43.4139709473,715
Av. AutomÃ³vel Clube| 2092 - Fragoso
MagÃ© - RJ,2016/07/19,15:20:00,Não Sabe,1,0,Não Sabe,0,0,Não Sabe,-22.5997009277,-43.1872978210,716
Rua Noronha Torrezão - Santa Rosa| Niterói - RJ| Brasil,2016/07/18,23:26:00,Não,0,0,Não Sabe,0,0,Não,-22.8928413391,-43.0991172791,717
Av. Antares - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/20,07:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9217586517,-43.6634178162,719
Madureira| Rio de Janeiro - RJ| Brasil,2016/07/20,07:27:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8725337982,-43.3363647461,720
Vila da Penha| Rio de Janeiro - RJ| Brasil,2016/07/20,08:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8440799713,-43.3094635010,722
Rua Teixeira Ribeiro - Maré| Rio de Janeiro - RJ| Brasil,2016/07/20,08:50:04,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8557357788,-43.2439384460,723
R. Carneiro de Mendon�a| 306 - VÃ¡z Lobo
Rio de Janeiro - RJ,2016/07/20,09:08:07,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8610591888,-43.3197364807,724
Rua Principal - Maré| Rio de Janeiro - RJ| Brasil,2016/07/20,09:34:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8576374054,-43.2416648865,725
Rua da Proclamação - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/20,09:36:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8604717255,-43.2488937378,726
R. Srg. Névio dos Santos - Penha| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/20,09:40:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8476867676,-43.2872009277,727
Estrada José Rucas - Penha| Rio de Janeiro - RJ| Brasil,2016/07/20,11:01:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8485546112,-43.2817573547,729
R. Píres| 10 - Barreto| Niterói - RJ| Brasil,2016/07/20,18:48:10,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8670177460,-43.1008949280,730
Av. Nelson Cardoso| 1325 - Taquara| Rio de Janeiro - RJ| Brasil,2016/07/20,19:05:54,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9228382111,-43.3724670410,731
R. Padre Leandro| 1-65 - Fonseca - Niterói,2016/07/18,22:21:00,Não,0,0,Sim,1,0,Não,-22.8818492889,-43.1088714600,732
R. Pres. Craveiro Lopes| 462 - Engenhoca| Niterói - RJ| 24110-340| Brasil,2016/07/20,20:47:04,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8668708801,-43.1010856628,733
Rua Visconde de Niterói - Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/20,20:51:00,Não Sabe,0,0,Sim,0,0,Sim,-22.9061183929,-43.2391586304,734
Rua Vereador Maurício de Souza - Engenhoca| Niterói - RJ| Brasil,2016/07/20,20:51:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8744525909,-43.0938796997,735
Rua Ender - Coelho Neto| Rio de Janeiro - RJ| Brasil,2016/07/20,22:35:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8261585236,-43.3525466919,736
Av. Pref. Sá Lessa| 46 - Acari,2016/07/20,22:48:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8233203888,-43.3518066406,737
Av. Chrisóstomo Pimentel de Oliveira| 2431 - Pavuna| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/21,00:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8135261536,-43.3774108887,738
R. Min. Moreira de Abreu| 492-500 - Olaria,2016/07/20,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8525848389,-43.2820625305,739
Morro da Coroa - Santa Teresa| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/21,07:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9225006104,-43.1925010681,740
Rua Ocidental - Santa Teresa| Rio de Janeiro - RJ| Brasil,2016/07/21,07:41:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9240322113,-43.1917076111,741
R. Escragnole Dória| 258-386 - Santa Teresa,2016/07/21,07:48:20,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9277057648,-43.1942176819,742
Morro do Amor - Lins de Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/07/21,08:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9119453430,-43.2777786255,744
Rua da Cidade de Deus - Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/07/21,09:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9495315552,-43.3657302856,745
Rua dos Araújos - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/21,10:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9263916016,-43.2266998291,746
Rua Lima Drumond - Váz Lobo| Rio de Janeiro - RJ| Brasil,2016/07/20,09:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8608055115,-43.3239250183,747
Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/07/21,11:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9481697083,-43.3626708984,748
Rua Modestino Kanto - Jardim Sulacap| Rio de Janeiro - RJ| Brasil,2016/07/21,10:36:00,Não,0,0,Não Sabe,0,0,Não,-22.8880119324,-43.3804092407,750
R. dos Teceloes| 246 - Bangu,2016/07/21,14:22:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8785800934,-43.4724121094,752
Rua Siqueira Campos próximo ao 253 - Copacabana| Rio de Janeiro - RJ| Brasil,2016/07/21,16:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9644393921,-43.1904869080,754
Copacabana| Rio de Janeiro - RJ| Brasil,2016/07/21,16:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9697780609,-43.1868591309,755
Rua Vitória Régia - Lagoa| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/21,16:26:16,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9655361176,-43.1987075806,756
Vila Miséria - Copacabana,2016/07/21,16:22:18,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9638843536,-43.1936988831,757
Estr. do Camboatá| 3212 - Costa Barros,2016/07/21,17:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8314456940,-43.3765449524,758
Rua Valparaíso - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/21,18:59:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.9257030487,-43.2222976685,759
Rua São Carlos - Estácio| Rio de Janeiro - RJ| Brasil,2016/07/21,20:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9171581268,-43.2047386169,761
Estr. do Camboatá| 3016 - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/21,22:40:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8318042755,-43.3784141541,762
Av. Chrisóstomo Pimentel de Oliveira| 2431 - Pavuna| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/22,00:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8135261536,-43.3774108887,763
Beco Felipao| 255-309 - Copacabana,2016/07/22,15:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9653205872,-43.1936798096,764
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/22,06:04:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8969192505,-43.3516807556,765
Jacarepagua,2016/07/22,06:59:16,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9526176453,-43.3614959717,766
R. Dezoito| Itaguaí - RJ| Brasil,2016/07/22,02:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8826560974,-43.8239326477,767
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/22,06:09:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8969192505,-43.3516807556,769
Rua Engenheiro Gama Lôbo - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/22,08:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9125804901,-43.2446899414,770
R. Gen. Roca| 30-38 - Tijuca,2016/07/20,21:30:10,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9288005829,-43.2276496887,771
Rua da Capela - Estácio| Rio de Janeiro - RJ| Brasil,2016/07/22,03:11:00,Sim,1,0,Não Sabe,0,0,Sim,-22.9191551208,-43.2018737793,772
Rua Barão - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/22,17:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8986415863,-43.3523597717,773
R. Píres| 10 - Barreto| Niterói - RJ| Brasil,2016/07/22,21:16:50,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8670177460,-43.1008949280,774
Rua Oliveira Botelho| 785| São Gonçalo - RJ| Brasil,2016/07/22,21:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8550109863,-43.0985870361,775
Estrada Francisco da Cruz Nunes - Largo da Batalha| Niterói - RJ| Brasil,2016/07/22,22:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9086608887,-43.0636749268,777
Estrada Francisco da Cruz Nunes| 79A - Itaipu - Niterói,2016/07/22,22:30:47,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9105014801,-43.0532150269,778
Av. Domício da Gama| 834-884 - Jardim Catarina - São Gonçalo,2016/07/22,23:36:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8076400757,-43.0045433044,779
Av. Camões| 793 - Penha Circular,2016/07/23,00:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8269176483,-43.2801361084,780
Pra�a Vera Cruz| 2-30 - Penha,2016/07/23,00:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8289375305,-43.2746505737,781
Rua Visconde de Santa Isabel - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/23,01:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9170207977,-43.2600440979,782
Rua Sousa Franco - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/23,01:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9146442413,-43.2461090088,783
Avenida Coronel Phidias Távora - Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/23,08:28:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8067016602,-43.3392982483,784
R. Domicília César| 274 - Eng. Belford - São João de Meriti,2016/07/22,14:00:00,Não,0,0,Não,0,0,Sim,-22.8096694946,-43.3768692017,786
Morro da mangueira,2016/07/23,12:22:50,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9062500000,-43.2369232178,787
Rua Paula e Silva - São Cristóvão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/23,13:53:15,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9017276764,-43.2265205383,788
R. Cel. Sebastião Dantas| 43 - Santa Rosa - Niterói,2016/07/23,14:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9043846130,-43.0875015259,789
R. Dr. Mario Vianna| 754 - Santa Rosa| Niterói - RJ| Brasil,2016/07/23,14:39:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9059505463,-43.0864753723,790
