LOCAL DO TIROTEIO,DATA DO TIROTEIO,HORÁRIO DO TIROTEIO,MORTES?,CIVIS MORTOS,POLICIAIS MORTOS,FERIDOS?,CIVIS FERIDOS,POLICIAIS FERIDOS,OPERAÇÃO POLICIAL?,LATITUDE,LONGITUDE
Rua Jorge Rudge - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/07,20:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9115924835,-43.2399253845
Rua Jorge Rudge - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/07,20:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9115924835,-43.2399253845
Rua Jorge Rudge - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/07,20:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9115924835,-43.2399253845
Rua Nádia Maria de Menezes - Jardim Santo Antonio| São João de Meriti - RJ| Brasil,2016/07/07,21:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7865447998,-43.3485565186
Rua Comandante Ari Parreiras - Porto Velho| São Gonçalo - RJ| Brasil,2016/07/07,22:14:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8353137970,-43.0846519470
Rua afonso guimaraes 47,2016/07/07,22:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8395805359,-43.3232727051
Duque de Caxias - RJ| Brasil,2016/07/07,22:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7862987518,-43.3053092957
Rua Antônio Basílio - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/07,23:09:00,Sim,1,0,Não Sabe,0,0,Não Sabe,-22.9269218445,-43.2378234863
Rua ivanildo alves,2016/07/07,23:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-7.2254948616,-37.2556114197
Av. Bento Ribeiro Dantas - Maré| Rio de Janeiro - RJ| Brasil,2016/07/07,23:16:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8672828674,-43.2407035828
Rua Emílio Gomes| Duque de Caxias - RJ| Brasil,2016/07/07,22:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6716365814,-43.2715301514
Estrada Do Magarca próximo ao 1284 - Campo Grande| Rio de Janeiro - RJ| Brasil,2016/07/07,23:35:00,Sim,3,2,Sim,12,0,Não,-22.9333572388,-43.5750007629
Rua da Jangada - Penha Circular| Rio de Janeiro - RJ| Brasil,2016/07/08,00:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8542060852,-43.3020706177
Rua Sarapuí - Chatuba| Mesquita - RJ| Brasil,2016/07/08,01:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8053016663,-43.4311065674
Morro dos Pinheiros| Teresópolis - RJ| Brasil,2016/07/08,04:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.4167499542,-42.9648056030
Rua Bem-Te-VI - Galeão| Rio de Janeiro - RJ| Brasil,2016/07/08,07:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8133335114,-43.2296600342
Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/08,07:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8112316132,-43.3625259399
Rua Iguaba Grande - Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/08,07:48:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8167095184,-43.3751106262
Estrada José Rucas - Penha| Rio de Janeiro - RJ| Brasil,2016/07/08,09:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8485546112,-43.2817573547
Rua Dez - Morro de São Bento| Santos - SP| Brasil,2015/12/01,10:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-23.9347248077,-46.3397827148
Av. Pirpirituba - Realengo| Rio de Janeiro - RJ| Brasil,2016/07/08,11:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8906307220,-43.4213790894
Tiroteio pesado,2016/07/07,11:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,19.4515743256,-99.1452407837
Estr. do Camboatá 3427 - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/08,12:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8317451477,-43.3746147156
Rua Codajás| Duque de Caxias - RJ| Brasil,2016/07/08,15:14:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7797241211,-43.3236503601
Rua Senador Nabuco - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/08,16:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9138412476,-43.2526512146
Santa Rosa| Niterói - RJ| Brasil,2016/07/08,17:24:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8987579346,-43.0985183716
Centenário| Duque de Caxias - RJ| Brasil,2016/07/08,18:08:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.7726898193,-43.3125648499
Rua Jose Do Patrocinio próximo ao 290 - Grajau| Rio de Janeiro - RJ| Brasil,2016/07/08,22:37:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9182434082,-43.2630271912
Travessa do Holofote - Largo do Barradas| Niterói - RJ| Brasil,2016/07/08,22:57:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8793659210,-43.1078033447
Rua Manhama - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/09,00:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8272075653,-43.3751640320
Costa Barros| Rio de Janeiro - RJ| Brasil,2016/07/09,00:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8246498108,-43.3727264404
Praça da Prainha| Duque de Caxias - RJ| Brasil,2016/07/09,00:51:00,Não,0,0,Não,0,0,Não Sabe,-22.7981243134,-43.3226814270
Linha Amarela - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/09,03:08:00,Não Sabe,0,2,Não Sabe,0,1,Não Sabe,-22.8718605042,-43.2544212341
Rua Olegário Mariano - Vila São Luiz| Duque de Caxias - RJ| Brasil,2016/07/08,21:30:00,Sim,1,0,Não Sabe,0,0,Não Sabe,-22.7723636627,-43.2912292480
Galeão| Rio de Janeiro - RJ| Brasil,2016/07/08,16:40:00,Não,0,0,Não,0,0,Não Sabe,-22.8112621307,-43.2269363403
Rua Judite Guerra - Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/09,08:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8088321686,-43.3681983948
Rua do Bispo| 117 - Rio Comprido| Rio de Janeiro - RJ| Brasil,2016/07/09,08:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9242286682,-43.2123413086
Estrada Coronel Viêira - Irajá| Rio de Janeiro - RJ| Brasil,2016/07/09,11:10:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8474693298,-43.3199768066
Morro da adita Sao Goncalo rj,2016/07/08,12:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8272876740,-43.0637664795
Avenida Luigi de Amêndola - Parque das Palmeiras| Angra dos Reis - RJ| Brasil,2016/07/09,13:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9980487823,-44.3052177429
Rua da Gávea - Vila Leopoldina| Duque de Caxias - RJ| Brasil,2016/07/09,13:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7630500793,-43.2994956970
Avenida Dom Hélder Câmara - Engenho de Dentro| Rio de Janeiro - RJ| Brasil,2016/07/09,18:43:21,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8860912323,-43.2888679504
Avenida Pelotas - Jardim Gramacho| Duque de Caxias - RJ| Brasil,2016/07/09,20:17:00,Não Sabe,0,0,Não,0,0,Não Sabe,-22.7578544617,-43.2890930176
Rua Capitão Machado - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/09,20:39:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8965816498,-43.3447456360
Estr. do Camboatá - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/09,21:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8340682983,-43.3795166016
Rua Maestro Francisco Braga - Copacabana| Rio de Janeiro - RJ| Brasil,2016/07/09,19:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9667987823,-43.1907043457
Av. Dr. Carvalhães - Belford Roxo - RJ| Brasil,2016/07/09,21:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7730178833,-43.3975601196
Rua Domicília César - Engenheiro Belford| São João de Meriti - RJ| Brasil,2016/07/09,13:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8089275360,-43.3762435913
Rua Barão da Torre| 54 - Ipanema| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/06/30,22:30:00,Não Sabe,0,0,Sim,1,0,Sim,-22.9835147858,-43.1982803345
Rua Gonçalves Ferreira - Tomazinho| São João de Meriti - RJ| Brasil,2016/07/10,18:56:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8000736237,-43.3913993835
Av. do Parque - Santa Cruz da Serra| Duque de Caxias - RJ| Brasil,2016/07/10,18:51:00,Sim,0,0,Não Sabe,0,0,Não Sabe,-22.6543693542,-43.2675170898
Rua Professora Íria Goulart - Barros Filho| Rio de Janeiro - RJ| Brasil,2016/07/10,20:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8404254913,-43.3609504700
Morro do Juramento - Vicente de Carvalho| Rio de Janeiro - RJ| Brasil,2016/07/10,20:37:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8627777100,-43.3152770996
Av. Nilo Peçanha - Vilar dos Teles| São João de Meriti - RJ| Brasil,2016/07/10,20:30:00,Sim,0,0,Não Sabe,0,0,Não Sabe,-22.7716999054,-43.3628845215
Estr. do Camboatá 3293 - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/10,21:30:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8313350677,-43.3756980896
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/10,23:47:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9383335114,-43.2594451904
Rua do Ceu - Vila Caranga| Búzios - RJ| Brasil,2016/07/11,00:52:00,Não,0,0,Não,0,0,Não,-22.7589817047,-41.8972816467
Morro do Dende - Jardim Carioca| Rio de Janeiro - RJ| Brasil,2016/07/11,06:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8016662598,-43.1902770996
Estrada Aníbal da Mota - Santa Teresa| Duque de Caxias - RJ| Brasil,2016/07/10,18:15:00,Não Sabe,1,0,Não,0,0,Sim,-22.7442226410,-43.3296241760
quitanda|pavuna| rio de janeiro,2016/07/11,08:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8112316132,-43.3625259399
Rua Japeri - Parque Senhor do Bonfim| Duque de Caxias - RJ| Brasil,2016/07/11,08:51:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.7803230286,-43.3219528198
Centenário| Duque de Caxias - RJ| Brasil,2016/07/11,03:00:00,Não,0,0,Não,0,0,Sim,-22.7726898193,-43.3125648499
Rua Tales de Carvalho - Jardim America| Rio de Janeiro - RJ| Brasil,2016/07/11,10:15:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8026943207,-43.3252754211
Rua Tales de Carvalho - Jardim America| Rio de Janeiro - RJ| Brasil,2016/07/11,10:15:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8026943207,-43.3252754211
Rua Darvin Brandão - Costa Barros| Rio de Janeiro - RJ| Brasil,2016/07/11,07:00:00,Não,0,0,Não,0,0,Sim,-22.8236942291,-43.3618431091
Acari| Rio de Janeiro - RJ| Brasil,2016/07/11,13:10:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8255310059,-43.3444595337
Acari| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/05,11:50:00,Não,0,0,Não,0,0,Sim,-22.8255310059,-43.3444595337
Rodovia Washington Luiz| 2895 - Parque Duque| Duque de Caxias - State of Rio de Janeiro| Brazil,2016/07/06,22:16:00,Sim,2,0,Não Sabe,0,0,Não,-22.7833976746,-43.2854576111
Morro Pau da Bandeira - Vila Isabel| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/08,16:18:00,Não,0,0,Não,0,0,Sim,-22.9141674042,-43.2577781677
Rua Jordão - Taquara| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/09,10:19:00,Não,0,0,Não,0,0,Não,-22.9110488892,-43.3721618652
Praça Nilo Peçanha - Centro| Nilópolis - State of Rio de Janeiro| Brazil,2016/07/08,22:20:00,Sim,1,0,Não,0,0,Não,-22.8100528717,-43.4196357727
Rua Álvares de Azevedo| 270 - Cachambi| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/07,14:26:00,Não,0,0,Sim,0,0,Sim,-22.8902950287,-43.2639198303
Serrinha - State of Rio de Janeiro| Brazil,2016/07/08,07:00:00,Não,0,0,Não,0,0,Sim,-22.0290317535,-41.7023849487
Rodovia Presidente Dutra| Belford Roxo - State of Rio de Janeiro| Brazil,2016/07/07,05:30:00,Não,0,0,Sim,1,0,Sim,-22.7638092041,-43.4180793762
Rua Nove| 508 - Maré| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/09,10:30:00,Não,0,0,Sim,0,1,Não,-22.8725681305,-43.2445335388
Rua Cruzeiro do Sul| Duque de Caxias - State of Rio de Janeiro| Brazil,2016/07/10,06:00:00,Sim,1,0,Não,0,0,Não,-22.7800464630,-43.3309516907
Jardim América| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/10,07:00:00,Sim,1,0,Não,0,0,Não Sabe,-22.8114871979,-43.3207168579
Rua Barão do Bom Retiro - Engenho Novo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/10,22:54:00,Sim,0,1,Sim,0,1,Não Sabe,-22.9113540649,-43.2684707642
Bangu| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,09:57:00,Não,0,0,Sim,2,0,Sim,-22.8742256165,-43.4685440063
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/05,22:00:00,Não,0,0,Não,0,0,Não Sabe,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/06,17:20:00,Não,0,0,Não,0,0,Não Sabe,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/07,11:44:00,Não,0,0,Não,0,0,Não Sabe,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/07,17:27:00,Não,0,0,Não,0,0,Sim,-22.8593330383,-43.2754745483
Rua Manhama - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/11,17:38:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8272075653,-43.3751640320
Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/11,17:45:00,Não,0,0,Não Sabe,0,0,Não Sabe,-22.8401088715,-43.3780746460
Acari| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/08,13:02:00,Não,0,0,Não,0,0,Não Sabe,-22.8255310059,-43.3444595337
Bangu| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,05:47:00,Sim,1,0,Não,0,0,Não Sabe,-22.8742256165,-43.4685440063
Via Light - Centro| Nova Iguaçu - State of Rio de Janeiro| Brazil,2016/07/07,18:51:00,Sim,1,0,Sim,0,1,Sim,-22.7556781769,-43.4610023499
Jardim Sumare| São João de Meriti - State of Rio de Janeiro| Brazil,2016/07/07,12:55:00,Não,0,0,Sim,0,1,Não Sabe,-22.7796421051,-43.3379135132
Itaguaí - State of Rio de Janeiro| Brazil,2016/07/08,19:01:00,Sim,0,1,Não,0,0,Não,-22.8631916046,-43.7779083252
Marechal Hermes| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,16:00:00,Não,0,0,Não,0,0,Sim,-22.8599452972,-43.3698387146
Rua Capitão Machado - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/11,21:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8965816498,-43.3447456360
Rua Comendador Pinto - Campinho| Rio de Janeiro - RJ| Brasil,2016/07/11,22:14:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8858509064,-43.3435821533
Rua Engenheiro Gama Lobo| 548 - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/11,22:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9104366302,-43.2448921204
Rua Maestro Ernesto Nazaré - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/11,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9081058502,-43.2432365417
Rua Maestro Ernesto Nazaré - Vila Isabel| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,22:21:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9081058502,-43.2432365417
Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/11,23:10:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.9052505493,-43.2340126038
Rua A A - Tomás Coelho| Rio de Janeiro - RJ| Brasil,2016/07/11,23:08:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8617076874,-43.3055191040
Rua Fernando Lobo - Ricardo de Albuquerque| Rio de Janeiro - RJ| Brasil,2016/07/12,03:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8329181671,-43.3821449280
Rua Dois - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,08:45:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8490295410,-43.2444114685
Avenida Brigadeiro Trompowski próximo ao 222 - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,08:47:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8482112885,-43.2450637817
Avenida Brigadeiro Trompowski| 214 - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,08:49:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8485317230,-43.2453994751
Rua Parque União - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/12,07:52:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8506641388,-43.2428665161
Rua Principal - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,09:08:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8576374054,-43.2416648865
Rua Darcí Vargas - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,09:24:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8520698547,-43.2442970276
Cavalcanti| Rio de Janeiro - RJ| Brasil,2016/07/12,09:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8725948334,-43.3135986328
Rua Visconde de Sabóia| 54 - Cavalcanti| Rio de Janeiro - RJ| Brasil,2016/07/12,10:12:00,Não Sabe,0,0,Sim,0,0,Sim,-22.8735122681,-43.3178710938
Rua Limeira - Tomás Coelho| Rio de Janeiro - RJ| Brasil,2016/07/12,09:41:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8656234741,-43.3093223572
Rua Silvio Terra - Barros Filho| Rio de Janeiro - RJ| Brasil,2016/07/12,12:52:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8332805634,-43.3713302612
Rua Jordão| 650 - Tanque| Rio de Janeiro - RJ| Brasil,2016/07/09,09:42:00,Não,0,0,Não,0,0,Não,-22.9091968536,-43.3712577820
Avenida Brasil| 4600 - Ramos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/10,14:01:00,Não,0,0,Sim,0,0,Não,-22.8855247498,-43.2260513306
Lins de Vasconcelos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,10:07:00,Sim,1,0,Não Sabe,0,0,Sim,-22.9128704071,-43.2845535278
Coelho Neto| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,14:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8310966492,-43.3504142761
Rua Afonso Pena - Imperador| Nova Iguaçu - RJ| Brasil,2016/07/12,15:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7662410736,-43.4293327332
Rua Pinto de Azevedo - Cidade Nova| Rio de Janeiro - RJ| Brasil,2016/07/12,17:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9112014771,-43.2044105530
Rua Barão do Bom Retiro - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/12,06:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9113540649,-43.2684707642
Avenida do Corretor - Bangu| Rio de Janeiro - RJ| Brasil,2016/07/12,19:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8672657013,-43.4760589600
Jardim América| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,18:36:00,Não,0,0,Sim,0,1,Não,-22.8114871979,-43.3207168579
Rua Santa Margarida - Km 32 - RJ| Brasil,2016/07/12,21:10:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8545055389,-43.6143608093
Avenida Doutor Manoel Teles - Centro| Duque de Caxias - RJ| Brasil,2016/07/12,21:09:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7937564850,-43.3163414001
Rua Joaquim Tôrres - Miriambi| São Gonçalo - RJ| Brasil,2016/07/12,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8240146637,-42.9858055115
Rua Felipe Cardoso - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/12,21:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9277400970,-43.6772804260
Rua Felipe Cardoso - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/12,21:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9277400970,-43.6772804260
Rua Jurubeba - Parque Anchieta| Rio de Janeiro - RJ| Brasil,2016/07/13,01:28:00,Não,0,0,Não,0,0,Não,-22.8367557526,-43.4042129517
Rua Presidente Pedreira - Ingá| Niterói - RJ| Brasil,2016/07/13,01:57:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9035224915,-43.1249198914
Rua Eliseu Visconti - Catumbi| Rio de Janeiro - RJ| Brasil,2016/07/13,07:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9270496368,-43.1969490051
Travessa Jacupema - Olaria| Rio de Janeiro - RJ| Brasil,2016/07/13,06:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8479671478,-43.2787590027
Lins de Vasconcelos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,10:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9128704071,-43.2845535278
Jacarezinho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,11:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8875579834,-43.2581939697
Rua Pão de Açúcar - Rocha Miranda| Rio de Janeiro - RJ| Brasil,2016/07/13,13:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8525962830,-43.3425903320
Rua Iguaçu - Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,15:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8749294281,-43.3279762268
Morro dos Macacos - Sampaio| Rio de Janeiro - RJ| Brasil,2016/07/13,16:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9099998474,-43.2574996948
Rua José do Patrocínio - Grajau| Rio de Janeiro - RJ| Brasil,2016/07/13,16:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9180393219,-43.2630462646
Morro dos Macacos - Sampaio| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,17:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9099998474,-43.2574996948
Rocha Miranda| Rio de Janeiro - RJ| Brasil,2016/07/13,17:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8520107269,-43.3468055725
Realengo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,17:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8763103485,-43.4302940369
Rua Laurindo Filho - Cavalcanti| Rio de Janeiro - RJ| Brasil,2016/07/13,19:06:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8697013855,-43.3167800903
Central do Brasil - Centro| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,19:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9034252167,-43.1914710999
Barbuda| Magé - State of Rio de Janeiro| Brazil,2016/07/12,20:58:00,Não Sabe,1,0,Não Sabe,0,0,Não Sabe,-22.6692638397,-43.0328483582
Jardim América| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,21:01:00,Não Sabe,0,0,Sim,0,1,Não Sabe,-22.8114871979,-43.3207168579
Av. Rio de Janeiro - Caju| Rio de Janeiro - RJ| Brasil,2016/07/13,12:46:00,Não,0,0,Não,0,0,Não Sabe,Polícia,-22.8930053711,-43.2141914368
Rua Jorge Rudge - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/13,21:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9115924835,-43.2399253845
Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/09,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9052505493,-43.2340126038
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/13,22:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9383335114,-43.2594451904
Km 32| Nova Iguaçu - RJ| Brasil,2016/07/13,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8523921967,-43.6111335754
Estr. do Camboatá - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/13,23:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8340682983,-43.3795166016
Rua São Carlos - Estácio| Rio de Janeiro - RJ| Brasil,2016/07/13,23:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9172458649,-43.2047615051
Rua Marangá - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/13,22:57:00,Não Sabe,2,0,Não Sabe,0,0,Sim,-22.9001293182,-43.3461608887
Rua São Miguel - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/13,22:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9395046234,-43.2515373230
Vila Isabel| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,21:53:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9167327881,-43.2508354187
Estrada de Botafogo - Costa Barros| Rio de Janeiro - RJ| Brasil,2016/07/14,07:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8207225800,-43.3635253906
Seropédica - RJ| Brasil,2016/07/13,21:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7530803680,-43.7159004211
Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/14,09:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9167327881,-43.2508354187
